date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:39:32	2191/2191	UR-MC-	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202019%2016:49:55%20GMT	http://sfd.linuxaccra.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsfd.linuxaccra.org%2Fhome%2Fcontact%2F	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-json/oembed/1.0/embedd3fa.json	(from http://sfd.linuxaccra.org/home/contact/)
16:39:32	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:49:57%20GMT	http://sfd.linuxaccra.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsfd.linuxaccra.org%2Fhome%2Fcontact%2F&format=xml	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-json/oembed/1.0/embed61b4	(from http://sfd.linuxaccra.org/home/contact/)
16:39:34	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:49:58%20GMT	http://sfd.linuxaccra.org/wp-content/plugins,_live-composer-page-builder,_js,_frontend,_main.js,qver==1.3.4+themes,_llorix-one-lite,_js,_vendor,_bootstrap.min.js,qver==3.3.7.pagespeed.jc.gtSssQ4hOH.js	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins,_live-composer-page-builder,_js,_frontend,_main.js,qver==1.3.4+themes,_llorix-one-lite,_js,_vendor,_bootstrap.min.js,qver==3.3.7.pagespeed.jc.gtSssQ4hOH.js	(from http://sfd.linuxaccra.org/home/contact/)
16:39:35	40082/40082	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://sfd.linuxaccra.org/wp-includes/js/mediaelement,_wp-mediaelement.min.js,qver==4.8.10+imagesloaded.min.js,qver==3.2.0+masonry.min.js,qver==3.3.2+jquery,_jquery.masonry.min.js,qver==3.1.2b.pagespeed.jc.6n2rTqJYmO.js	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/mediaelement,_wp-mediaelement.min.js,qver==4.8.10+imagesloaded.min.js,qver==3.2.0+masonry.min.js,qver==3.3.2+jquery,_jquery.masonry.min.js,qver==3.1.2b.pagespeed.jc.6n	(from http://sfd.linuxaccra.org/home/contact/)
16:39:35	166/166	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/tr-btn.png.pagespeed.ce.DsV1P-X4Rk.png	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/tr-btn.png.pagespeed.ce.DsV1P-X4Rk.png	(from http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/A.style.css,qver=1.0.0.pagespeed.cf.Y9bCvonNEp.css)
16:39:36	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:50:01%20GMT	http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont.eot?v=4.4	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont047b.eot	(from http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/A.font-awesome.css,qver=1.3.4.pagespeed.cf.qUQrGF2tBd.css)
16:39:37	7761/7761	---M--	200	added ('OK')	image/gif	etag:W/%220%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/loader-red.gif.pagespeed.ce.OaFCPjKYqA.gif	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/loader-red.gif.pagespeed.ce.OaFCPjKYqA.gif	(from http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/A.style.css,qver=1.0.0.pagespeed.cf.Y9bCvonNEp.css)
16:39:37	16619/16619	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	http://sfd.linuxaccra.org/wp-content,_themes,_llorix-one-lite,_js,_custom.all.js,qver==2.0.2+wp-content,_themes,_llorix-one-lite,_js,_skip-link-focus-fix.js,qver==1.0.0+wp-includes,_js,_wp-embed.min.js,qver==4.8.10.pagespeed.jc.BiaaSVZTrJ.js	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content,_themes,_llorix-one-lite,_js,_custom.all.js,qver==2.0.2+wp-content,_themes,_llorix-one-lite,_js,_skip-link-focus-fix.js,qver==1.0.0+wp-includes,_js,_wp-embed.min.js,qver==	(from http://sfd.linuxaccra.org/home/contact/)
16:39:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Sep%202019%2016:50:02%20GMT	http://sfd.linuxaccra.org/?p=222	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/indexb4c1.html	(from http://sfd.linuxaccra.org/home/contact/)
16:39:38	251760/251760	UR-M--	200	added ('OK')	image/jpeg	etag:W/%22PSA-aj-OSCnWd1cNY%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/background-images/parallax-img/team-img.jpg	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/background-images/parallax-img/team-img.jpg	(from http://sfd.linuxaccra.org/)
16:39:38	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:50:03%20GMT	http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont.eot?	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfontd41d.eot	(from http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/A.font-awesome.css,qver=1.3.4.pagespeed.cf.qUQrGF2tBd.css)
16:39:38	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:50:03%20GMT	http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont.woff?v=4.4	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/font/fontawesome-webfont047b.woff	(from http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/css/A.font-awesome.css,qver=1.3.4.pagespeed.cf.qUQrGF2tBd.css)
16:39:39	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:50:04%20GMT	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont.eot?v=4.6.3	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont5b62.eot	(from http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/font-awesome.min.css?ver=4.4.0)
16:39:39	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2014%20Sep%202019%2016:50:04%20GMT	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfont.eot?	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/fonts/fontawesome-webfontd41d.eot	(from http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/font-awesome.min.css?ver=4.4.0)
